All Area,Zone,Log,current level,Current Side,Plant,Row,Max Bay,Bay,Level,StartSide,Side,Location_Code
B054L,B,05,4,L,PS1,B,12,08,4,L,L,PS1_B_08_4_L
B054R,B,05,4,R,PS1,B,12,08,4,L,R,PS1_B_08_4_R
B055L,B,05,5,L,PS1,B,12,08,5,L,L,PS1_B_08_5_L
B055R,B,05,5,R,PS1,B,12,08,5,L,R,PS1_B_08_5_R
B056L,B,05,6,L,PS1,B,12,08,6,L,L,PS1_B_08_6_L
B056R,B,05,6,R,PS1,B,12,08,6,L,R,PS1_B_08_6_R
B061L,B,06,1,L,PS1,B,12,07,1,L,L,PS1_B_07_1_L
B061R,B,06,1,R,PS1,B,12,07,1,L,R,PS1_B_07_1_R
B062L,B,06,2,L,PS1,B,12,07,2,L,L,PS1_B_07_2_L
B062R,B,06,2,R,PS1,B,12,07,2,L,R,PS1_B_07_2_R
B063L,B,06,3,L,PS1,B,12,07,3,L,L,PS1_B_07_3_L
B063R,B,06,3,R,PS1,B,12,07,3,L,R,PS1_B_07_3_R
B064L,B,06,4,L,PS1,B,12,07,4,L,L,PS1_B_07_4_L
B064R,B,06,4,R,PS1,B,12,07,4,L,R,PS1_B_07_4_R
B065L,B,06,5,L,PS1,B,12,07,5,L,L,PS1_B_07_5_L
B065R,B,06,5,R,PS1,B,12,07,5,L,R,PS1_B_07_5_R
B066L,B,06,6,L,PS1,B,12,07,6,L,L,PS1_B_07_6_L
B066R,B,06,6,R,PS1,B,12,07,6,L,R,PS1_B_07_6_R
B071L,B,07,1,L,PS1,B,12,06,1,L,L,PS1_B_06_1_L
B071R,B,07,1,R,PS1,B,12,06,1,L,R,PS1_B_06_1_R
B072L,B,07,2,L,PS1,B,12,06,2,L,L,PS1_B_06_2_L
B072R,B,07,2,R,PS1,B,12,06,2,L,R,PS1_B_06_2_R
B073L,B,07,3,L,PS1,B,12,06,3,L,L,PS1_B_06_3_L
B073R,B,07,3,R,PS1,B,12,06,3,L,R,PS1_B_06_3_R
B074L,B,07,4,L,PS1,B,12,06,4,L,L,PS1_B_06_4_L
B074R,B,07,4,R,PS1,B,12,06,4,L,R,PS1_B_06_4_R
B075L,B,07,5,L,PS1,B,12,06,5,L,L,PS1_B_06_5_L
B075R,B,07,5,R,PS1,B,12,06,5,L,R,PS1_B_06_5_R
B076L,B,07,6,L,PS1,B,12,06,6,L,L,PS1_B_06_6_L
B076R,B,07,6,R,PS1,B,12,06,6,L,R,PS1_B_06_6_R
B081L,B,08,1,L,PS1,B,12,05,1,L,L,PS1_B_05_1_L
B081R,B,08,1,R,PS1,B,12,05,1,L,R,PS1_B_05_1_R
B082L,B,08,2,L,PS1,B,12,05,2,L,L,PS1_B_05_2_L
B082R,B,08,2,R,PS1,B,12,05,2,L,R,PS1_B_05_2_R
B083L,B,08,3,L,PS1,B,12,05,3,L,L,PS1_B_05_3_L
B083R,B,08,3,R,PS1,B,12,05,3,L,R,PS1_B_05_3_R
B084L,B,08,4,L,PS1,B,12,05,4,L,L,PS1_B_05_4_L
B084R,B,08,4,R,PS1,B,12,05,4,L,R,PS1_B_05_4_R
B085L,B,08,5,L,PS1,B,12,05,5,L,L,PS1_B_05_5_L
B085R,B,08,5,R,PS1,B,12,05,5,L,R,PS1_B_05_5_R
B086L,B,08,6,L,PS1,B,12,05,6,L,L,PS1_B_05_6_L
B086R,B,08,6,R,PS1,B,12,05,6,L,R,PS1_B_05_6_R
B091L,B,09,1,L,PS1,B,12,04,1,L,L,PS1_B_04_1_L
B091R,B,09,1,R,PS1,B,12,04,1,L,R,PS1_B_04_1_R
B092L,B,09,2,L,PS1,B,12,04,2,L,L,PS1_B_04_2_L
B092R,B,09,2,R,PS1,B,12,04,2,L,R,PS1_B_04_2_R
B093L,B,09,3,L,PS1,B,12,04,3,L,L,PS1_B_04_3_L
B093R,B,09,3,R,PS1,B,12,04,3,L,R,PS1_B_04_3_R
B094L,B,09,4,L,PS1,B,12,04,4,L,L,PS1_B_04_4_L
B094R,B,09,4,R,PS1,B,12,04,4,L,R,PS1_B_04_4_R
B095L,B,09,5,L,PS1,B,12,04,5,L,L,PS1_B_04_5_L
B095R,B,09,5,R,PS1,B,12,04,5,L,R,PS1_B_04_5_R
B096L,B,09,6,L,PS1,B,12,04,6,L,L,PS1_B_04_6_L
B096R,B,09,6,R,PS1,B,12,04,6,L,R,PS1_B_04_6_R
B101L,B,10,1,L,PS1,B,12,03,1,L,L,PS1_B_03_1_L
B101R,B,10,1,R,PS1,B,12,03,1,L,R,PS1_B_03_1_R
B102L,B,10,2,L,PS1,B,12,03,2,L,L,PS1_B_03_2_L
B102R,B,10,2,R,PS1,B,12,03,2,L,R,PS1_B_03_2_R
B103L,B,10,3,L,PS1,B,12,03,3,L,L,PS1_B_03_3_L
B103R,B,10,3,R,PS1,B,12,03,3,L,R,PS1_B_03_3_R
B104L,B,10,4,L,PS1,B,12,03,4,L,L,PS1_B_03_4_L
B104R,B,10,4,R,PS1,B,12,03,4,L,R,PS1_B_03_4_R
B105L,B,10,5,L,PS1,B,12,03,5,L,L,PS1_B_03_5_L
B105R,B,10,5,R,PS1,B,12,03,5,L,R,PS1_B_03_5_R
B106L,B,10,6,L,PS1,B,12,03,6,L,L,PS1_B_03_6_L
B106R,B,10,6,R,PS1,B,12,03,6,L,R,PS1_B_03_6_R
B111L,B,11,1,L,PS1,B,12,02,1,L,L,PS1_B_02_1_L
B111R,B,11,1,R,PS1,B,12,02,1,L,R,PS1_B_02_1_R
B112L,B,11,2,L,PS1,B,12,02,2,L,L,PS1_B_02_2_L
B112R,B,11,2,R,PS1,B,12,02,2,L,R,PS1_B_02_2_R
B113L,B,11,3,L,PS1,B,12,02,3,L,L,PS1_B_02_3_L
B113R,B,11,3,R,PS1,B,12,02,3,L,R,PS1_B_02_3_R
B114L,B,11,4,L,PS1,B,12,02,4,L,L,PS1_B_02_4_L
B114R,B,11,4,R,PS1,B,12,02,4,L,R,PS1_B_02_4_R
B115L,B,11,5,L,PS1,B,12,02,5,L,L,PS1_B_02_5_L
B115R,B,11,5,R,PS1,B,12,02,5,L,R,PS1_B_02_5_R
B116L,B,11,6,L,PS1,B,12,02,6,L,L,PS1_B_02_6_L
B116R,B,11,6,R,PS1,B,12,02,6,L,R,PS1_B_02_6_R
B121L,B,12,1,L,PS1,B,12,01,1,L,L,PS1_B_01_1_L
B121R,B,12,1,R,PS1,B,12,01,1,L,R,PS1_B_01_1_R
B122L,B,12,2,L,PS1,B,12,01,2,L,L,PS1_B_01_2_L
B122R,B,12,2,R,PS1,B,12,01,2,L,R,PS1_B_01_2_R
B123L,B,12,3,L,PS1,B,12,01,3,L,L,PS1_B_01_3_L
B123R,B,12,3,R,PS1,B,12,01,3,L,R,PS1_B_01_3_R
B124L,B,12,4,L,PS1,B,12,01,4,L,L,PS1_B_01_4_L
B124R,B,12,4,R,PS1,B,12,01,4,L,R,PS1_B_01_4_R
B125L,B,12,5,L,PS1,B,12,01,5,L,L,PS1_B_01_5_L
B125R,B,12,5,R,PS1,B,12,01,5,L,R,PS1_B_01_5_R
B126L,B,12,6,L,PS1,B,12,01,6,L,L,PS1_B_01_6_L
B126R,B,12,6,R,PS1,B,12,01,6,L,R,PS1_B_01_6_R
C011L,C,01,1,L,PS2,C,14,14,1,R,L,PS2_C_14_1_L
C011R,C,01,1,R,PS2,C,14,14,1,R,R,PS2_C_14_1_R
C012L,C,01,2,L,PS2,C,14,14,2,R,L,PS2_C_14_2_L
C012R,C,01,2,R,PS2,C,14,14,2,R,R,PS2_C_14_2_R
C013L,C,01,3,L,PS2,C,14,14,3,R,L,PS2_C_14_3_L
C013R,C,01,3,R,PS2,C,14,14,3,R,R,PS2_C_14_3_R
C014L,C,01,4,L,PS2,C,14,14,4,R,L,PS2_C_14_4_L
C014R,C,01,4,R,PS2,C,14,14,4,R,R,PS2_C_14_4_R
C015L,C,01,5,L,PS2,C,14,14,5,R,L,PS2_C_14_5_L
C015R,C,01,5,R,PS2,C,14,14,5,R,R,PS2_C_14_5_R
C016L,C,01,6,L,PS2,C,14,14,6,R,L,PS2_C_14_6_L
C016R,C,01,6,R,PS2,C,14,14,6,R,R,PS2_C_14_6_R
C021L,C,02,1,L,PS2,C,14,13,1,R,L,PS2_C_13_1_L
C021R,C,02,1,R,PS2,C,14,13,1,R,R,PS2_C_13_1_R
C022L,C,02,2,L,PS2,C,14,13,2,R,L,PS2_C_13_2_L
C022R,C,02,2,R,PS2,C,14,13,2,R,R,PS2_C_13_2_R
C023L,C,02,3,L,PS2,C,14,13,3,R,L,PS2_C_13_3_L
C023R,C,02,3,R,PS2,C,14,13,3,R,R,PS2_C_13_3_R
C024L,C,02,4,L,PS2,C,14,13,4,R,L,PS2_C_13_4_L
C024R,C,02,4,R,PS2,C,14,13,4,R,R,PS2_C_13_4_R
C025L,C,02,5,L,PS2,C,14,13,5,R,L,PS2_C_13_5_L
C025R,C,02,5,R,PS2,C,14,13,5,R,R,PS2_C_13_5_R
C026L,C,02,6,L,PS2,C,14,13,6,R,L,PS2_C_13_6_L
C026R,C,02,6,R,PS2,C,14,13,6,R,R,PS2_C_13_6_R
C031L,C,03,1,L,PS2,C,14,12,1,R,L,PS2_C_12_1_L
C031R,C,03,1,R,PS2,C,14,12,1,R,R,PS2_C_12_1_R
C032L,C,03,2,L,PS2,C,14,12,2,R,L,PS2_C_12_2_L
C032R,C,03,2,R,PS2,C,14,12,2,R,R,PS2_C_12_2_R
C033L,C,03,3,L,PS2,C,14,12,3,R,L,PS2_C_12_3_L
C033R,C,03,3,R,PS2,C,14,12,3,R,R,PS2_C_12_3_R
C034L,C,03,4,L,PS2,C,14,12,4,R,L,PS2_C_12_4_L
C034R,C,03,4,R,PS2,C,14,12,4,R,R,PS2_C_12_4_R
C035L,C,03,5,L,PS2,C,14,12,5,R,L,PS2_C_12_5_L
C035R,C,03,5,R,PS2,C,14,12,5,R,R,PS2_C_12_5_R
C036L,C,03,6,L,PS2,C,14,12,6,R,L,PS2_C_12_6_L
C036R,C,03,6,R,PS2,C,14,12,6,R,R,PS2_C_12_6_R
C041L,C,04,1,L,PS2,C,14,11,1,R,L,PS2_C_11_1_L
C041R,C,04,1,R,PS2,C,14,11,1,R,R,PS2_C_11_1_R
C042L,C,04,2,L,PS2,C,14,11,2,R,L,PS2_C_11_2_L
C042R,C,04,2,R,PS2,C,14,11,2,R,R,PS2_C_11_2_R
C043L,C,04,3,L,PS2,C,14,11,3,R,L,PS2_C_11_3_L
C043R,C,04,3,R,PS2,C,14,11,3,R,R,PS2_C_11_3_R
C044L,C,04,4,L,PS2,C,14,11,4,R,L,PS2_C_11_4_L
C044R,C,04,4,R,PS2,C,14,11,4,R,R,PS2_C_11_4_R
C045L,C,04,5,L,PS2,C,14,11,5,R,L,PS2_C_11_5_L
C045R,C,04,5,R,PS2,C,14,11,5,R,R,PS2_C_11_5_R
C046L,C,04,6,L,PS2,C,14,11,6,R,L,PS2_C_11_6_L
C046R,C,04,6,R,PS2,C,14,11,6,R,R,PS2_C_11_6_R
C051L,C,05,1,L,PS2,C,14,10,1,R,L,PS2_C_10_1_L
C051R,C,05,1,R,PS2,C,14,10,1,R,R,PS2_C_10_1_R
C052L,C,05,2,L,PS2,C,14,10,2,R,L,PS2_C_10_2_L
C052R,C,05,2,R,PS2,C,14,10,2,R,R,PS2_C_10_2_R
C053L,C,05,3,L,PS2,C,14,10,3,R,L,PS2_C_10_3_L
C053R,C,05,3,R,PS2,C,14,10,3,R,R,PS2_C_10_3_R
C054L,C,05,4,L,PS2,C,14,10,4,R,L,PS2_C_10_4_L
C054R,C,05,4,R,PS2,C,14,10,4,R,R,PS2_C_10_4_R
C055L,C,05,5,L,PS2,C,14,10,5,R,L,PS2_C_10_5_L
C055R,C,05,5,R,PS2,C,14,10,5,R,R,PS2_C_10_5_R
C056L,C,05,6,L,PS2,C,14,10,6,R,L,PS2_C_10_6_L
